"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Ca","Mg","SO4","Alkalinity","Si","Altitude","Fe","erosion_prop","secchi_m","lake_catch_ratio","mix_event","waterT"
"Staurosirella.sp.2.Mg+secchi_m","Mg+secchi_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.409642919114,245.609558006139,0.12587,NA,13,2,20.17,21.048,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Staurosirella.sp.2.Altitude+Fe+Si","Altitude+Fe+Si","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.701311465177,245.850414031859,0.03475,NA,17.01,5,20.462,21.289,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Staurosirella.sp.2.Ca+Fe","Ca+Fe","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.98260895638,246.182524043405,0.16761,NA,13.01,3,20.743,21.621,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Staurosirella.sp.2.Altitude+Mg+Si","Altitude+Mg+Si","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.108193754502,246.257296321184,0.02472,NA,17.05,3,20.869,21.696,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Staurosirella.sp.2.Fe+secchi_m+Si","Fe+secchi_m+Si","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.338795612667,246.487898179349,0.12232,NA,17.03,6,21.099,21.926,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"Staurosirella.sp.2.Fe+Mg+secchi_m","Fe+Mg+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.726636434933,246.875739001615,0.12351,NA,17,6,21.487,22.314,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"Staurosirella.sp.2.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.137424678223,247.286527244905,0.1952,NA,17.01,5,21.898,22.725,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Staurosirella.sp.2.Mg+secchi_m+Si","Mg+secchi_m+Si","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.828147814617,247.977250381299,0.13666,NA,17,4,22.589,23.416,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"Staurosirella.sp.2.Ca","Ca","s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.294153325611,247.616309504409,0.20866,NA,9,2,23.055,23.055,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Staurosirella.sp.2.Ca+Fe+SO4","Ca+Fe+SO4","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.479463877045,248.628566443727,0.17677,NA,17.01,4,23.24,24.067,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"Staurosirella.sp.2.Fe","Fe","s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.732167580163,248.054323758961,0.16923,NA,9,3,23.493,23.493,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Staurosirella.sp.2.Ca+Fe+Si","Ca+Fe+Si","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",239.962136078597,249.111238645279,0.16107,NA,17.01,5,23.723,24.55,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"Staurosirella.sp.2.Ca+Si","Ca+Si","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.170448848007,250.370363935032,0.21337,NA,13,4,24.931,25.809,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Staurosirella.sp.2.Ca+SO4","Ca+SO4","s(Ca, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.466020666357,250.665935753382,0.21627,NA,13,3,25.227,26.104,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Staurosirella.sp.2.null","null","s(Latitude, Longitude, k = 5)",241.520943313423,248.20063470164,0.24158,NA,5,0,25.281,23.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staurosirella.sp.2.Fe+Si","Fe+Si","s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.641029814995,250.840944902021,0.15999,NA,13.01,5,25.402,26.279,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Staurosirella.sp.2.Ca+waterT","Ca+waterT","s(Ca, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.715556628606,250.915471715632,0.23356,NA,13,4,25.476,26.354,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Staurosirella.sp.2.Fe+Mg","Fe+Mg","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.799396594587,250.999311681613,0.1729,NA,13,4,25.56,26.438,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Staurosirella.sp.2.Alkalinity+Fe","Alkalinity+Fe","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",241.855350279479,251.055265366505,0.16618,NA,13,5,25.616,26.494,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Staurosirella.sp.2.Fe+SO4","Fe+SO4","s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",242.24667977718,251.446594864206,0.16727,NA,13,4,26.007,26.885,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Staurosirella.sp.2.Si","Si","s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",242.399204001377,250.721360180174,0.24814,NA,9,2,26.16,26.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Staurosirella.sp.2.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",242.488385676289,251.688300763315,0.18578,NA,13,5,26.249,27.127,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Staurosirella.sp.2.Altitude+Fe+Mg","Altitude+Fe+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",242.923354812095,252.072457378777,0.26404,NA,17,8,26.684,27.511,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Staurosirella.sp.2.SO4","SO4","s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",243.00918780842,251.331343987218,0.22668,NA,9,1,26.77,26.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Staurosirella.sp.2.Alkalinity","Alkalinity","s(Alkalinity, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",243.066885159,251.389041337797,0.24178,NA,9,2,26.827,26.827,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Staurosirella.sp.2.waterT","waterT","s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",243.392345656601,251.714501835398,0.26569,NA,9,2,27.153,27.153,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Staurosirella.sp.2.Mg","Mg","s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",243.611942781163,251.93409895996,0.24741,NA,9,1,27.372,27.372,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Staurosirella.sp.2.Ca+Si+waterT","Ca+Si+waterT","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",244.223106420926,253.372208987608,0.2489,NA,17,6,27.984,28.811,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Staurosirella.sp.2.Fe+Mg+Si","Fe+Mg+Si","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",244.581057906038,253.73016047272,0.16066,NA,17,6,28.342,29.169,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"Staurosirella.sp.2.Alkalinity+Fe+Si","Alkalinity+Fe+Si","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",244.630695812548,253.77979837923,0.15517,NA,17,7,28.391,29.218,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Staurosirella.sp.2.Alkalinity+Fe+waterT","Alkalinity+Fe+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",244.678859591726,253.827962158408,0.20029,NA,17,7,28.439,29.266,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Staurosirella.sp.2.Alkalinity+Si","Alkalinity+Si","s(Alkalinity, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",244.700889971103,253.900805058129,0.24831,NA,13,4,28.461,29.339,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Staurosirella.sp.2.Si+waterT","Si+waterT","s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",244.713524837978,253.913439925004,0.28422,NA,13,4,28.474,29.352,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Staurosirella.sp.2.Mg+Si","Mg+Si","s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",244.73876075545,253.938675842475,0.24853,NA,13,1,28.499,29.377,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Staurosirella.sp.2.Alkalinity+Fe+SO4","Alkalinity+Fe+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",245.194326828276,254.343429394958,0.16179,NA,17,6,28.955,29.782,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Staurosirella.sp.2.Fe+Mg+SO4","Fe+Mg+SO4","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",245.252319774112,254.401422340794,0.1727,NA,17,5,29.013,29.84,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Staurosirella.sp.2.Alkalinity+SO4","Alkalinity+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",245.295661536472,254.495576623497,0.22749,NA,13,3,29.056,29.934,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Staurosirella.sp.2.Fe+Si+waterT","Fe+Si+waterT","s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",245.301098993332,254.450201560013,0.18193,NA,17.01,7,29.062,29.889,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"Staurosirella.sp.2.Alkalinity+waterT","Alkalinity+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",245.429363675792,254.629278762817,0.26922,NA,13,4,29.19,30.068,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Staurosirella.sp.2.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",245.679036003418,254.8281385701,0.18756,NA,17,6,29.44,30.267,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"Staurosirella.sp.2.Mg+SO4","Mg+SO4","s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",245.806249864936,255.006164951961,0.23213,NA,13,2,29.567,30.445,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Staurosirella.sp.2.Mg+waterT","Mg+waterT","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",246.355385907475,255.555300994501,0.26826,NA,13,4,30.116,30.994,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Staurosirella.sp.2.Alkalinity+Si+waterT","Alkalinity+Si+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",247.37383995843,256.522942525112,0.2936,NA,17,5,31.134,31.961,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Staurosirella.sp.2.Mg+Si+waterT","Mg+Si+waterT","s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",248.294378215842,257.443480782523,0.27672,NA,17,4,32.055,32.882,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"Tabellaria.fenestrata.Si","Si","s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",187.616178378808,195.938334557605,0.3492,NA,9,0,0,0,0.084,0.105,0,0,0,0,1,0,0,0,0,0,0,0
"Tabellaria.fenestrata.Ca+secchi_m","Ca+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",187.73341967569,196.933334762715,0.47633,NA,13,2,0.117,0.995,0.079,0.064,1,0,0,0,0,0,0,0,1,0,0,0
"Tabellaria.fenestrata.secchi_m+Si","secchi_m+Si","s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",187.785921853607,196.985836940632,0.44418,NA,13,4,0.17,1.048,0.077,0.062,0,0,0,0,1,0,0,0,1,0,0,0
"Tabellaria.fenestrata.secchi_m","secchi_m","s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",187.826452482299,196.148608661097,0.44601,NA,9,2,0.21,0.21,0.076,0.095,0,0,0,0,0,0,0,0,1,0,0,0
"Tabellaria.fenestrata.Altitude+Si","Altitude+Si","s(Altitude, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",188.071878477606,197.271793564632,0.42141,NA,13,3,0.456,1.333,0.067,0.054,0,0,0,0,1,1,0,0,0,0,0,0
"Tabellaria.fenestrata.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",188.17101437243,197.320116939111,0.62866,NA,17.02,5,0.555,1.382,0.064,0.053,1,0,0,0,0,0,1,0,1,0,0,0
"Tabellaria.fenestrata.null","null","s(Latitude, Longitude, k = 5)",189.392292404446,196.071983792663,0.33416,NA,5,0,1.776,0.134,0.035,0.098,0,0,0,0,0,0,0,0,0,0,0,0
"Tabellaria.fenestrata.Ca+secchi_m+Si","Ca+secchi_m+Si","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",189.544218576523,198.693321143205,0.48003,NA,17,4,1.928,2.755,0.032,0.027,1,0,0,0,1,0,0,0,1,0,0,0
"Tabellaria.fenestrata.Mg+secchi_m","Mg+secchi_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",190.161241307611,199.361156394636,0.45081,NA,13,2,2.545,3.423,0.024,0.019,0,1,0,0,0,0,0,0,1,0,0,0
"Tabellaria.fenestrata.Mg+Si","Mg+Si","s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",190.190559341421,199.390474428447,0.35154,NA,13,0,2.574,3.452,0.023,0.019,0,1,0,0,1,0,0,0,0,0,0,0
"Tabellaria.fenestrata.Fe+secchi_m","Fe+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",190.359327953477,199.559243040502,0.54171,NA,13.02,5,2.743,3.621,0.021,0.017,0,0,0,0,0,0,1,0,1,0,0,0
"Tabellaria.fenestrata.Mg+secchi_m+Si","Mg+secchi_m+Si","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",190.411829189414,199.560931756096,0.45391,NA,17,4,2.796,3.623,0.021,0.017,0,1,0,0,1,0,0,0,1,0,0,0
"Tabellaria.fenestrata.Altitude","Altitude","s(Altitude, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",190.587150343809,198.909306522607,0.37846,NA,9,3,2.971,2.971,0.019,0.024,0,0,0,0,0,1,0,0,0,0,0,0
"Tabellaria.fenestrata.erosion_prop+Fe","erosion_prop+Fe","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",190.646136264105,199.84605135113,0.45706,NA,13.11,6,3.03,3.908,0.018,0.015,0,0,0,0,0,0,1,1,0,0,0,0
"Tabellaria.fenestrata.Alkalinity+Si","Alkalinity+Si","s(Alkalinity, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",190.835092236627,200.035007323653,0.36688,NA,13,2,3.219,4.097,0.017,0.014,0,0,0,1,1,0,0,0,0,0,0,0
"Tabellaria.fenestrata.Ca+Si","Ca+Si","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",190.991741562609,200.191656649635,0.35721,NA,13,2,3.376,4.253,0.016,0.013,1,0,0,0,1,0,0,0,0,0,0,0
"Tabellaria.fenestrata.mix_event+Si","mix_event+Si","s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.043916805526,200.243831892551,0.35175,NA,13,2,3.428,4.305,0.015,0.012,0,0,0,0,1,0,0,0,0,0,1,0
"Tabellaria.fenestrata.lake_catch_ratio+Mg+Si","lake_catch_ratio+Mg+Si","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.238433374008,200.38753594069,0.1392,NA,17.09,5,3.622,4.449,0.014,0.011,0,1,0,0,1,0,0,0,0,1,0,0
"Tabellaria.fenestrata.Altitude+Mg+Si","Altitude+Mg+Si","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.263189520603,200.412292087285,0.4284,NA,17,3,3.647,4.474,0.014,0.011,0,1,0,0,1,1,0,0,0,0,0,0
"Tabellaria.fenestrata.Fe+Si","Fe+Si","s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.319741440482,200.519656527507,0.38636,NA,13.04,3,3.704,4.581,0.013,0.011,0,0,0,0,1,0,1,0,0,0,0,0
"Tabellaria.fenestrata.Fe+secchi_m+Si","Fe+secchi_m+Si","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.568800484621,200.717903051303,0.53878,NA,17.06,5,3.953,4.78,0.012,0.01,0,0,0,0,1,0,1,0,1,0,0,0
"Tabellaria.fenestrata.erosion_prop+secchi_m","erosion_prop+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.586104745392,200.786019832417,0.44672,NA,13,5,3.97,4.848,0.012,0.009,0,0,0,0,0,0,0,1,1,0,0,0
"Tabellaria.fenestrata.Mg","Mg","s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.588524088033,199.910680266831,0.33315,NA,9,0,3.972,3.972,0.012,0.014,0,1,0,0,0,0,0,0,0,0,0,0
"Tabellaria.fenestrata.Si+waterT","Si+waterT","s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.636414080668,200.836329167693,0.35566,NA,13,3,4.02,4.898,0.011,0.009,0,0,0,0,1,0,0,0,0,0,0,1
"Tabellaria.fenestrata.erosion_prop","erosion_prop","s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.729883765747,200.052039944545,0.34077,NA,9,3,4.114,4.114,0.011,0.013,0,0,0,0,0,0,0,1,0,0,0,0
"Tabellaria.fenestrata.mix_event","mix_event","s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.745898289478,200.068054468275,0.33891,NA,9,2,4.13,4.13,0.011,0.013,0,0,0,0,0,0,0,0,0,0,1,0
"Tabellaria.fenestrata.SO4","SO4","s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.789254693755,200.111410872553,0.32694,NA,9,1,4.173,4.173,0.01,0.013,0,0,1,0,0,0,0,0,0,0,0,0
"Tabellaria.fenestrata.waterT","waterT","s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.83904820782,200.161204386617,0.34596,NA,9,2,4.223,4.223,0.01,0.013,0,0,0,0,0,0,0,0,0,0,0,1
"Tabellaria.fenestrata.Ca","Ca","s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",191.848926128654,200.171082307452,0.33427,NA,9,1,4.233,4.233,0.01,0.013,1,0,0,0,0,0,0,0,0,0,0,0
"Tabellaria.fenestrata.Alkalinity","Alkalinity","s(Alkalinity, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",192.184901223639,200.507057402437,0.34627,NA,9,2,4.569,4.569,0.009,0.011,0,0,0,1,0,0,0,0,0,0,0,0
"Tabellaria.fenestrata.Ca+erosion_prop+secchi_m","Ca+erosion_prop+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",192.216945606472,201.366048173154,0.48281,NA,17.03,5,4.601,5.428,0.008,0.007,1,0,0,0,0,0,0,1,1,0,0,0
"Tabellaria.fenestrata.erosion_prop+Fe+lake_catch_ratio","erosion_prop+Fe+lake_catch_ratio","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",192.236972010511,201.386074577193,0.57929,NA,17.09,8,4.621,5.448,0.008,0.007,0,0,0,0,0,0,1,1,0,1,0,0
"Tabellaria.fenestrata.Fe","Fe","s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",192.382342985759,200.704499164556,0.37143,NA,9,3,4.766,4.766,0.008,0.01,0,0,0,0,0,0,1,0,0,0,0,0
"Tabellaria.fenestrata.lake_catch_ratio+SO4","lake_catch_ratio+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",192.559208275202,201.759123362228,0.15673,NA,13.03,4,4.943,5.821,0.007,0.006,0,0,1,0,0,0,0,0,0,1,0,0
"Tabellaria.fenestrata.lake_catch_ratio+Mg","lake_catch_ratio+Mg","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",192.722102012291,201.922017099316,0.17584,NA,13.05,3,5.106,5.984,0.007,0.005,0,1,0,0,0,0,0,0,0,1,0,0
"Tabellaria.fenestrata.erosion_prop+Fe+secchi_m","erosion_prop+Fe+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",192.752030015329,201.901132582011,0.57279,NA,17.21,8,5.136,5.963,0.006,0.005,0,0,0,0,0,0,1,1,1,0,0,0
"Tabellaria.fenestrata.Altitude+Fe+Si","Altitude+Fe+Si","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",192.859057588177,202.008160154859,0.4477,NA,17.04,6,5.243,6.07,0.006,0.005,0,0,0,0,1,1,1,0,0,0,0,0
"Tabellaria.fenestrata.Mg+waterT","Mg+waterT","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",193.061579279192,202.261494366218,0.34781,NA,13,2,5.445,6.323,0.006,0.004,0,1,0,0,0,0,0,0,0,0,0,1
"Tabellaria.fenestrata.Ca+erosion_prop+Fe","Ca+erosion_prop+Fe","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",193.40087854575,202.549981112432,0.44396,NA,17.01,5,5.785,6.612,0.005,0.004,1,0,0,0,0,0,1,1,0,0,0,0
"Tabellaria.fenestrata.Fe+lake_catch_ratio","Fe+lake_catch_ratio","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",193.471724929136,202.671640016162,0.7474,NA,13.05,5,5.856,6.733,0.004,0.004,0,0,0,0,0,0,1,0,0,1,0,0
"Tabellaria.fenestrata.Altitude+Mg","Altitude+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",193.520074206342,202.719989293367,0.37993,NA,13,3,5.904,6.782,0.004,0.004,0,1,0,0,0,1,0,0,0,0,0,0
"Tabellaria.fenestrata.Altitude+erosion_prop","Altitude+erosion_prop","s(Altitude, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",193.564039636209,202.763954723235,0.38455,NA,13,6,5.948,6.826,0.004,0.003,0,0,0,0,0,1,0,1,0,0,0,0
